0 20 3227 82 471 163 298 714 417 251 287 130 148 862 303 523 96 328 163 544 206 122 77 797 240 109 416 10 148 68 442 194 121 17 154 324 25 830 119 383 121 3 64
1 20 3777 292 498 861 370 777 306 62 267 137 306 171 30 557 190 439 68 112 479 640 80 560 220 87 212 212 4 7 482 12 235 21 264 595 383 538 290 796 322 678 185
2 20 3515 418 247 77 17 140 86 344 208 432 11 80 461 116 276 7 412 846 106 70 417 989 410 631 362 219 132 38 307 735 169 39 290 914 321 95 289 5 215 835 33
3 20 3801 304 418 495 175 986 35 27 41 460 96 238 455 370 169 209 33 4 391 415 71 35 206 2 89 897 180 741 424 8 364 641 163 635 435 928 403 169 428 39 370
4 20 2959 225 317 394 96 545 271 51 352 58 381 210 113 8 355 240 133 130 212 223 121 731 289 5 209 179 387 416 8 22 156 870 496 3 297 659 129 92 397 857 447
5 20 3222 975 140 185 421 210 232 701 5 811 483 263 291 8 457 81 445 414 290 301 312 9 268 303 137 255 88 566 41 142 333 336 422 359 332 67 447 6 148 452 457
6 20 3581 751 322 280 324 87 238 90 403 4 52 974 121 769 455 49 181 817 164 584 384 3 267 37 95 57 209 526 386 41 377 362 258 58 40 721 44 737 273 215 112
7 20 2232 59 306 166 185 126 370 28 179 157 5 354 256 115 462 743 357 271 59 761 319 5 494 31 219 96 203 36 288 49 160 846 489 25 155 76 7 445 356 75 156
8 20 3295 893 390 18 485 74 311 242 381 204 258 79 346 62 472 188 293 907 445 416 363 275 289 2 218 272 206 960 338 469 293 461 312 154 161 840 20 11 316 64 83
9 20 3582 66 151 32 262 595 353 560 383 938 352 390 43 272 480 230 32 82 302 300 84 882 384 480 360 549 128 9 177 173 463 150 245 275 467 473 231 51 334 658 274
10 20 3853 225 274 681 45 651 142 932 268 302 212 999 453 397 496 271 47 42 478 160 334 467 37 299 17 418 255 340 306 91 376 367 494 554 294 380 230 103 327 27 488
11 20 3083 153 60 10 382 101 320 251 2 66 188 15 411 489 383 248 495 556 122 835 56 454 107 115 370 120 352 663 200 39 407 830 286 769 296 250 279 8 431 195 13
12 20 4456 489 480 590 156 342 427 450 92 358 308 304 191 822 347 878 499 80 379 185 45 163 252 204 335 970 165 266 213 498 163 481 380 752 95 111 180 116 211 854 289
13 20 2904 149 389 17 227 42 166 164 386 13 413 150 190 262 492 938 292 157 481 192 346 324 225 591 124 301 314 368 231 66 375 160 33 825 301 110 216 902 16 78 316
14 20 2398 53 111 85 394 460 188 245 203 387 96 113 298 164 286 183 466 534 471 360 323 591 149 124 120 3 492 568 257 19 7 29 22 468 453 67 472 251 161 92 162
15 20 3696 694 363 32 413 648 261 760 377 390 9 219 196 750 257 42 38 38 382 266 240 4 170 90 301 769 377 349 296 583 148 410 394 46 155 926 412 223 282 154 370
16 20 4860 20 178 986 89 47 454 309 105 984 218 382 23 184 100 23 164 843 33 39 423 554 40 407 360 226 245 520 29 425 68 810 170 677 380 761 432 670 28 854 486
17 20 3909 608 188 448 299 330 215 602 138 644 119 990 301 23 329 504 211 697 79 60 329 232 485 87 385 862 227 186 30 4 290 573 203 7 175 104 331 411 364 446 221
18 20 4595 69 113 896 422 381 241 531 364 76 37 222 478 474 29 62 20 10 359 752 73 636 403 318 343 249 83 98 374 415 68 451 254 844 198 943 59 862 244 902 468
19 20 2770 145 122 75 496 308 349 883 24 300 407 743 404 149 307 341 490 304 29 478 410 80 135 239 54 68 316 423 65 375 246 355 160 6 121 17 352 14 133 237 199
