0 20 400 14 222 4 225 49 264 55 256 29 473 65 399 87 474 75 275 22 202 54 93 6 122 13 454 80 155 24 444 40 483 15 56 20 469 86 23 43 24 19 467
1 20 481 54 347 81 218 61 274 51 115 59 28 88 73 82 228 87 67 9 418 12 456 32 441 4 8 84 427 48 352 30 405 14 269 85 418 42 491 8 419 31 60
2 20 582 12 158 89 319 40 356 87 449 60 323 48 451 45 381 31 148 79 368 62 210 75 330 7 264 11 139 70 69 71 391 86 449 88 156 80 206 85 102 38 267
3 20 403 78 68 85 305 9 134 39 265 86 225 69 36 45 279 37 284 41 418 71 389 20 118 7 109 16 73 2 62 10 130 49 197 25 146 47 91 24 231 46 298
4 20 500 69 441 74 390 88 147 80 237 78 219 6 477 67 175 84 39 16 418 1 217 86 79 3 350 34 379 32 297 12 197 90 310 29 457 38 439 35 167 79 462
5 20 475 4 327 16 499 45 224 66 455 10 161 65 363 89 83 74 258 86 203 13 116 22 364 70 172 84 44 68 374 15 333 50 493 82 417 38 99 11 7 42 256
6 20 368 21 326 65 146 81 474 1 33 18 8 34 392 14 75 15 449 78 104 3 475 39 374 9 472 70 386 10 13 2 181 75 358 44 100 49 457 42 221 67 500
7 20 393 57 228 3 371 14 383 71 449 77 167 1 485 48 72 12 130 36 465 70 56 49 168 21 370 4 428 46 213 74 263 47 447 58 29 76 86 5 293 18 289
8 20 439 52 291 72 481 47 326 13 282 57 162 82 466 59 371 76 406 22 20 50 479 6 35 17 112 34 400 68 216 49 294 58 153 75 34 29 352 2 321 10 329
9 20 461 29 125 22 450 5 221 39 134 38 463 20 139 81 265 40 170 73 2 30 126 52 53 85 3 46 178 18 7 63 182 75 46 51 483 62 158 87 371 7 437
10 20 455 58 186 40 188 88 297 79 469 29 303 6 351 39 495 86 36 63 130 19 263 4 114 3 166 85 50 74 368 22 207 52 60 21 197 54 49 87 23 1 334
11 20 508 5 329 69 102 56 181 72 284 45 415 60 187 63 394 47 246 53 434 68 319 27 407 76 387 40 435 84 286 17 320 12 34 49 153 57 164 67 66 50 351
12 20 474 42 438 47 424 72 444 75 188 60 427 46 11 71 478 16 498 76 426 32 199 89 191 31 165 59 83 5 120 84 345 49 68 1 263 27 64 55 33 11 415
13 20 461 24 48 3 243 56 150 88 207 68 406 39 198 13 306 28 5 87 250 37 4 58 124 64 33 30 77 17 263 77 203 57 75 40 284 34 308 70 423 33 91
14 20 439 70 135 26 438 61 108 56 240 36 230 39 243 52 221 32 478 65 170 88 107 33 351 13 105 45 76 71 30 5 144 23 383 67 172 72 348 16 433 8 289
15 20 440 62 254 79 294 27 26 2 389 19 433 1 421 89 305 75 317 7 436 53 100 47 475 45 134 88 78 14 363 60 52 44 5 81 240 10 339 28 305 49 240
16 20 364 3 485 4 361 44 81 66 245 80 72 59 343 10 157 27 333 29 426 6 494 12 450 43 232 39 282 28 86 61 247 21 87 71 380 8 125 33 160 85 227
17 20 430 29 63 33 413 31 30 70 427 1 449 69 394 9 470 66 496 86 66 44 186 4 337 48 236 61 116 42 193 75 266 62 355 39 24 46 118 19 216 27 227
18 20 460 10 407 27 277 33 252 72 348 89 197 55 316 52 345 63 143 79 57 1 160 73 441 16 381 83 441 12 8 8 469 75 366 17 469 18 425 67 135 71 425
19 20 451 68 305 47 413 45 116 85 205 38 465 72 111 39 384 21 460 71 229 20 212 83 347 18 480 46 246 26 72 52 216 6 1 62 203 23 416 17 472 63 63
