0 20 7650 1000 121 611 88 989 494 813 71 590 295 870 36 955 8 980 320 139 422 945 308 906 35 65 302 966 91 629 147 860 324 882 432 700 297 635 457 867 421 899 62
1 20 5897 966 45 871 466 11 490 879 65 876 410 475 85 986 10 380 81 995 455 517 89 110 237 542 36 347 467 396 298 924 194 701 296 97 248 783 392 889 18 50 183
2 20 7113 994 470 74 54 970 380 800 17 786 58 997 89 632 35 685 220 489 230 397 383 995 194 957 14 809 477 945 139 674 3 985 381 134 297 924 341 165 112 815 375
3 20 7414 898 434 997 336 942 40 940 357 682 130 863 335 303 477 894 121 465 40 7 497 984 200 543 158 816 179 959 91 991 166 609 330 746 68 693 76 996 225 501 219
4 20 6554 565 490 940 448 514 95 955 480 975 204 868 45 936 135 294 57 118 472 700 306 934 364 712 198 490 472 302 67 689 227 707 474 746 77 834 337 720 275 110 411
5 20 7013 980 429 694 34 833 220 824 102 855 222 987 230 766 351 105 500 466 52 38 421 952 105 997 452 915 286 535 50 496 40 978 94 828 435 527 72 965 209 286 88
6 20 7395 286 491 881 144 812 394 145 115 988 103 993 191 573 281 998 287 939 408 982 340 730 335 545 452 956 161 613 416 192 423 857 416 995 56 994 352 352 59 959 66
7 20 7211 610 404 145 198 954 207 652 109 701 255 734 294 780 77 984 274 995 110 717 381 846 455 993 282 7 176 863 263 871 256 611 244 966 61 997 270 636 301 361 402
8 20 6445 810 16 563 412 424 85 995 450 678 288 384 27 713 471 50 60 989 436 903 231 322 355 994 115 962 404 19 298 977 443 91 309 848 149 352 431 834 17 982 471
9 20 6825 929 41 976 402 813 159 965 149 435 264 47 230 746 110 787 214 893 360 490 235 911 14 763 140 839 263 245 449 210 495 594 429 301 131 991 63 722 443 994 404
10 20 7304 998 130 907 263 548 120 956 480 126 399 974 357 922 393 547 435 969 411 851 108 834 296 134 470 809 300 993 139 163 400 990 26 914 451 801 134 235 185 937 102
11 20 7044 680 416 956 326 790 356 982 32 859 367 495 338 726 147 439 335 885 375 846 144 997 387 947 158 995 134 998 231 345 85 21 204 948 413 584 56 358 47 238 56
12 20 6841 912 149 974 422 994 292 910 151 552 203 156 393 656 14 997 136 962 150 102 225 972 134 62 299 737 53 575 486 992 204 198 234 203 194 951 104 952 470 826 231
13 20 7093 27 116 987 234 381 350 784 435 981 185 790 465 997 480 373 6 464 236 680 369 833 229 988 233 976 37 982 80 491 247 813 182 635 402 945 11 556 461 504 304
14 20 6953 995 234 327 141 416 417 982 290 670 57 942 87 616 38 193 481 310 489 769 236 668 145 511 137 988 316 858 252 966 365 662 443 736 65 997 304 690 469 610 429
15 20 7409 778 404 899 464 736 300 895 418 946 260 487 132 700 294 828 196 798 106 630 99 820 341 571 469 996 412 856 430 900 254 576 468 537 8 501 349 768 86 596 208
16 20 7159 977 499 339 447 745 479 688 455 362 369 933 167 955 64 957 367 326 160 874 400 998 243 999 45 659 219 953 185 993 243 243 435 437 256 997 200 32 173 852 167
17 20 7502 992 404 616 408 986 56 956 294 999 243 952 438 187 270 997 492 869 240 972 111 938 294 108 60 878 248 433 135 611 215 888 300 964 460 455 408 812 285 392 479
18 20 7557 999 452 951 212 429 371 986 446 807 256 977 450 840 31 286 164 966 80 937 301 970 374 916 98 761 442 776 330 243 165 661 15 978 216 96 446 994 309 542 90
19 20 7096 754 447 799 63 694 171 999 56 667 399 618 86 771 397 817 152 103 406 983 83 227 162 933 296 976 57 738 407 725 216 838 337 927 431 823 255 329 187 472 498
