0 20 4538 201 491 181 213 259 66 374 198 880 277 847 291 831 55 423 307 354 398 615 57 294 377 137 113 349 465 766 68 315 196 591 21 233 421 139 131 445 357 842 124
1 20 6418 750 295 978 294 943 403 407 385 827 99 374 12 895 254 315 419 297 436 654 272 129 402 923 167 568 485 970 67 854 464 805 302 316 373 569 433 987 438 275 136
2 20 4482 46 435 299 212 818 79 302 57 868 360 183 37 485 460 709 50 641 84 430 475 565 494 500 139 211 499 642 180 550 214 409 257 298 114 109 40 158 157 741 47
3 20 4762 567 187 60 274 550 29 548 438 727 214 293 24 49 319 662 321 54 316 562 389 460 378 147 70 272 472 652 368 589 312 654 369 678 223 848 186 168 306 984 18
4 20 5947 724 149 953 340 522 432 993 71 360 289 524 299 892 209 115 133 300 109 957 499 474 496 475 491 314 109 245 26 167 384 456 248 754 288 815 28 947 287 907 29
5 20 5499 905 346 752 115 594 405 702 39 728 33 963 402 62 163 350 241 729 119 367 452 247 463 92 96 558 394 814 288 852 349 737 216 638 337 152 272 393 357 363 349
6 20 5439 666 97 129 448 576 393 322 40 961 117 309 157 877 259 713 61 337 444 693 340 393 335 341 272 641 267 533 426 424 437 510 49 386 307 450 368 786 163 831 2
7 20 5135 223 188 916 312 556 78 440 3 216 292 608 327 8 99 815 111 534 107 696 449 549 155 589 204 400 320 829 324 183 380 974 298 801 100 251 204 362 94 320 313
8 20 5133 621 459 127 168 830 136 649 44 824 18 555 100 352 41 304 296 507 436 452 123 617 358 575 182 243 256 878 159 273 244 291 154 242 217 782 30 429 204 716 49
9 20 5163 338 15 195 106 228 27 484 447 142 191 737 489 242 490 458 295 987 106 542 220 443 451 309 256 914 7 792 135 239 388 781 431 621 215 110 484 904 181 861 445
10 20 5034 433 398 883 46 490 125 496 335 482 390 370 181 800 65 367 407 850 88 383 162 679 30 77 354 474 295 98 28 784 499 25 102 557 177 621 362 380 302 819 454
11 20 4650 832 39 861 5 566 165 860 319 240 455 238 312 692 321 220 47 581 123 734 433 540 274 78 190 934 80 950 418 269 392 75 389 387 443 59 469 105 374 80 449
12 20 5032 364 355 637 325 327 8 258 254 527 240 270 315 159 81 453 418 421 336 794 340 94 382 800 206 124 463 983 169 588 496 827 397 993 184 425 381 343 34 678 415
13 20 5582 517 11 751 243 808 154 270 321 790 15 637 331 533 304 568 230 800 427 334 418 600 1 610 236 704 93 857 285 30 212 396 169 226 119 382 494 963 62 389 308
14 20 4122 806 423 659 139 746 163 190 455 974 389 37 312 558 267 176 141 21 315 83 174 390 132 164 51 803 26 465 357 771 69 512 176 323 9 89 75 81 103 396 20
15 20 5585 69 94 53 326 955 155 480 173 188 17 108 398 284 187 644 152 219 138 321 409 692 70 785 395 962 373 968 168 993 233 9 457 758 207 797 193 948 111 937 277
16 20 5390 846 11 415 149 161 241 886 165 53 129 785 52 593 406 799 255 843 323 805 63 81 346 91 414 591 296 832 145 348 338 328 39 879 202 636 309 243 216 565 411
17 20 4546 979 451 824 257 590 224 885 428 29 184 366 76 256 412 458 46 118 22 185 155 595 16 897 171 154 65 229 142 657 419 192 375 620 61 531 383 77 299 450 131
18 20 5650 104 441 471 427 994 1 558 460 52 446 822 2 548 461 108 229 843 114 641 36 772 53 564 466 490 32 491 178 450 481 395 179 748 144 708 491 788 267 754 492
19 20 4879 789 24 841 27 158 375 189 281 219 89 551 71 729 99 372 87 714 65 480 388 823 333 847 490 725 489 100 477 232 267 172 451 94 382 545 373 631 152 548 35
